Timestamp,IP,Requests Send,Requests Recieved,Responses Send,Responses Recieved
2021-11-24 19:55:14.307262,127.0.0.16,0,0,0,0
2021-11-24 19:55:44.324921,127.0.0.16,0,0,0,0
2021-11-24 19:56:14.362236,127.0.0.16,0,0,0,0
2021-11-24 19:56:44.387757,127.0.0.16,0,0,0,0
2021-11-24 19:57:14.406425,127.0.0.16,0,0,0,0
2021-11-24 19:57:44.437651,127.0.0.16,0,0,0,0
2021-11-24 19:58:14.444609,127.0.0.16,0,0,0,0
2021-11-24 19:58:44.457000,127.0.0.16,0,0,0,0
2021-11-24 19:59:14.522998,127.0.0.16,0,0,0,0
2021-11-24 19:59:44.529676,127.0.0.16,0,0,0,0
2021-11-24 20:00:14.538138,127.0.0.16,0,0,0,0
2021-11-24 20:01:07.021299,127.0.0.16,0,0,0,0
2021-11-24 20:01:37.092016,127.0.0.16,0,0,0,0
2021-11-24 20:02:07.156516,127.0.0.16,0,0,0,0
2021-11-24 20:02:37.214910,127.0.0.16,0,0,0,0
2021-12-01 17:02:17.490701,127.0.0.16,0,0,0,0
2021-12-01 17:02:47.541198,127.0.0.16,0,0,0,0
2021-12-01 17:03:17.647600,127.0.0.16,0,0,0,0
2021-12-01 17:04:09.496081,127.0.0.16,0,0,0,0
2021-12-01 17:04:39.617703,127.0.0.16,0,0,0,0
2021-12-01 17:05:09.693035,127.0.0.16,0,0,0,0
2021-12-01 17:05:39.743844,127.0.0.16,0,0,0,0
2021-12-01 17:06:09.767584,127.0.0.16,0,0,0,0
2021-12-01 17:06:39.785365,127.0.0.16,0,0,0,0
2021-12-01 17:07:09.836838,127.0.0.16,0,0,0,0
2021-12-01 17:07:39.869464,127.0.0.16,0,0,0,0
2021-12-01 17:08:09.887855,127.0.0.16,0,0,0,0
2021-12-01 17:08:39.909376,127.0.0.16,0,0,0,0
2021-12-01 21:19:27.305701,127.0.0.16,0,0,0,0
2021-12-01 21:21:22.884980,127.0.0.16,0,0,0,0
2021-12-01 21:21:53.058781,127.0.0.16,0,0,0,0
2021-12-01 21:22:51.285430,127.0.0.16,0,0,0,0
2021-12-01 21:23:21.325316,127.0.0.16,0,0,0,0
2021-12-01 21:23:51.374078,127.0.0.16,0,0,0,0
2021-12-01 21:24:21.409810,127.0.0.16,0,0,0,0
